event_id,outbreak_id,report_type,report_number,disease,disease_code,serotype,country,iso3,admin1,locality,latitude,longitude,location_precision,start_date,date_of_suspicion,date_of_confirmation,date_of_notification,date_of_publication,event_status,diagnosis,species,host_category,is_wild,outbreaks,susceptible,cases,deaths,killed_and_disposed,is_first_occurrence,control_measures,data_realism
WAHIS-ASF-TUR-2025-09-22,WAHIS-ASF-TUR-2025-09-22-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Türkiye,TUR,TUR-R9,Türkiye locality 239,38.7314,37.5611,point,2025-09-26,2025-09-27,2025-09-29,2025-10-01,2025-10-04,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,179,21,20,31,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-RUS-2025-09-15,WAHIS-ASF-RUS-2025-09-15-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Russian Federation,RUS,RUS-R5,Russian Federation locality 208,53.8083,49.1334,point,2025-09-20,2025-09-24,2025-09-30,2025-10-03,2025-10-05,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,61,43,41,54,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-HUN-2025-09-22,WAHIS-ASF-HUN-2025-09-22-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Hungary,HUN,HUN-R9,Hungary locality 230,47.3307,20.1907,point,2025-09-24,2025-09-27,2025-09-29,2025-10-04,2025-10-06,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,217,130,111,174,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ITA-2025-09-01,WAHIS-ASF-ITA-2025-09-01-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Italy,ITA,ITA-R1,Italy locality 150,40.6422,13.6418,point,2025-09-06,2025-09-12,2025-09-20,2025-09-28,2025-10-06,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,515,61,54,79,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-SRB-2025-09-22,WAHIS-ASF-SRB-2025-09-22-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Serbia,SRB,SRB-R3,Serbia locality 233,45.2098,19.8228,point,2025-09-22,2025-09-26,2025-09-29,2025-10-03,2025-10-06,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,579,69,62,96,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2025-08-25,WAHIS-ASF-NLD-2025-08-25-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R3,Netherlands locality 134,52.7204,6.1699,point,2025-08-31,2025-09-10,2025-09-27,2025-10-03,2025-10-07,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1193,185,153,247,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-SRB-2025-08-25,WAHIS-ASF-SRB-2025-08-25-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Serbia,SRB,SRB-R9,Serbia locality 140,43.0807,20.1277,point,2025-08-27,2025-09-16,2025-09-29,2025-10-05,2025-10-07,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1092,201,179,273,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-22,WAHIS-ASF-BEL-2025-09-22-03,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R7,Belgium locality 219,50.8924,4.0106,point,2025-09-27,2025-09-28,2025-09-30,2025-10-04,2025-10-08,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,184,44,37,64,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-DEU-2025-09-22,WAHIS-ASF-DEU-2025-09-22-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R9,Germany locality 212,51.7931,7.8755,point,2025-09-24,2025-10-01,2025-10-03,2025-10-06,2025-10-08,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,145,23,21,31,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ESP-2025-09-15,WAHIS-ASF-ESP-2025-09-15-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Spain,ESP,ESP-R6,Spain locality 200,42.2095,-0.858,point,2025-09-19,2025-09-27,2025-09-29,2025-10-05,2025-10-08,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,136,18,16,28,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-FRA-2025-09-22,WAHIS-ASF-FRA-2025-09-22-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,France,FRA,FRA-R8,France locality 211,46.8096,0.4893,point,2025-09-27,2025-09-29,2025-10-02,2025-10-06,2025-10-08,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,388,92,84,131,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2025-09-08,WAHIS-ASF-NLD-2025-09-08-03,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R4,Netherlands locality 171,51.3189,4.8765,point,2025-09-14,2025-09-18,2025-09-23,2025-10-05,2025-10-08,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,84,26,23,34,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-SRB-2025-09-08,WAHIS-ASF-SRB-2025-09-08-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Serbia,SRB,SRB-R8,Serbia locality 184,43.086,20.8146,point,2025-09-13,2025-09-27,2025-10-01,2025-10-04,2025-10-08,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,475,97,91,128,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-DEU-2025-09-15,WAHIS-ASF-DEU-2025-09-15-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R5,Germany locality 190,50.4298,13.2853,point,2025-09-18,2025-09-22,2025-10-03,2025-10-08,2025-10-09,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,531,110,94,149,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ESP-2025-09-22,WAHIS-ASF-ESP-2025-09-22-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Spain,ESP,ESP-R7,Spain locality 228,42.5716,-1.1702,point,2025-09-27,2025-10-04,2025-10-06,2025-10-07,2025-10-09,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,729,94,82,132,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-FRA-2025-09-29,WAHIS-ASF-FRA-2025-09-29-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,France,FRA,FRA-R5,France locality 4,46.1372,0.2121,point,2025-09-30,2025-10-02,2025-10-05,2025-10-07,2025-10-09,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,469,85,74,113,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-15,WAHIS-ASF-BEL-2025-09-15-03,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R5,Belgium locality 199,51.1158,3.7061,point,2025-09-19,2025-09-22,2025-09-29,2025-10-07,2025-10-10,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1937,391,344,517,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-29,WAHIS-ASF-BEL-2025-09-29-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R1,Belgium locality 9,50.9683,5.4105,point,2025-10-03,2025-10-05,2025-10-07,2025-10-08,2025-10-10,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,217,99,90,130,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-15,WAHIS-ASF-BEL-2025-09-15-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R4,Belgium locality 198,50.6631,4.2127,point,2025-09-19,2025-09-28,2025-10-01,2025-10-06,2025-10-11,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1033,228,196,309,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-DEU-2025-09-29,WAHIS-ASF-DEU-2025-09-29-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R8,Germany locality 7,52.2352,6.0662,point,2025-09-30,2025-10-05,2025-10-06,2025-10-10,2025-10-11,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,296,59,55,86,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-NLD-2025-09-29,WAHIS-ASF-NLD-2025-09-29-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Netherlands,NLD,NLD-R9,Netherlands locality 8,52.5558,5.5125,point,2025-10-01,2025-10-03,2025-10-04,2025-10-08,2025-10-11,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,637,75,67,99,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-UKR-2025-09-29,WAHIS-ASF-UKR-2025-09-29-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Ukraine,UKR,UKR-R3,Ukraine locality 29,47.0471,33.7086,point,2025-10-03,2025-10-06,2025-10-08,2025-10-08,2025-10-11,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,733,83,77,109,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-08,WAHIS-ASF-BEL-2025-09-08-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R7,Belgium locality 174,50.5296,5.2887,point,2025-09-13,2025-10-06,2025-10-10,2025-10-11,2025-10-12,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,134,21,17,27,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BGR-2025-09-29,WAHIS-ASF-BGR-2025-09-29-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Bulgaria,BGR,BGR-R8,Bulgaria locality 25,41.4867,24.1953,point,2025-10-01,2025-10-02,2025-10-08,2025-10-08,2025-10-12,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,254,56,53,74,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BGR-2025-09-22,WAHIS-ASF-BGR-2025-09-22-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Bulgaria,BGR,BGR-R2,Bulgaria locality 232,43.2665,23.2978,point,2025-09-23,2025-10-04,2025-10-08,2025-10-09,2025-10-13,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,829,123,108,163,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ROU-2025-09-29,WAHIS-ASF-ROU-2025-09-29-04,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Romania,ROU,ROU-R7,Romania locality 24,46.0168,27.1531,point,2025-09-29,2025-10-04,2025-10-05,2025-10-08,2025-10-13,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,236,66,59,93,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-RUS-2025-10-06,WAHIS-ASF-RUS-2025-10-06-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Russian Federation,RUS,RUS-R5,Russian Federation locality 58,53.7659,34.4394,point,2025-10-07,2025-10-07,2025-10-10,2025-10-11,2025-10-13,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,73,51,47,71,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-22,WAHIS-ASF-BEL-2025-09-22-04,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R8,Belgium locality 220,50.6274,3.7847,point,2025-09-24,2025-10-03,2025-10-04,2025-10-12,2025-10-14,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,818,91,80,124,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-FRA-2025-09-29,WAHIS-ASF-FRA-2025-09-29-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,France,FRA,FRA-R6,France locality 5,46.825,-1.9794,point,2025-10-02,2025-10-07,2025-10-09,2025-10-10,2025-10-14,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,902,142,129,200,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-MDA-2025-09-29,WAHIS-ASF-MDA-2025-09-29-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Moldova,MDA,MDA-R7,Moldova locality 33,47.819,28.9109,point,2025-09-30,2025-10-03,2025-10-04,2025-10-10,2025-10-14,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,506,186,166,246,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ROU-2025-09-29,WAHIS-ASF-ROU-2025-09-29-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Romania,ROU,ROU-R3,Romania locality 20,46.6259,25.0559,point,2025-10-01,2025-10-04,2025-10-09,2025-10-11,2025-10-14,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,299,69,60,96,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-RUS-2025-09-22,WAHIS-ASF-RUS-2025-09-22-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Russian Federation,RUS,RUS-R7,Russian Federation locality 237,55.0887,47.532,point,2025-09-28,2025-10-02,2025-10-09,2025-10-12,2025-10-14,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,224,39,34,49,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-SRB-2025-09-29,WAHIS-ASF-SRB-2025-09-29-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Serbia,SRB,SRB-R2,Serbia locality 28,43.8147,20.9761,point,2025-10-05,2025-10-08,2025-10-10,2025-10-12,2025-10-14,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,360,42,36,50,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ESP-2025-09-29,WAHIS-ASF-ESP-2025-09-29-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Spain,ESP,ESP-R4,Spain locality 12,38.2312,-1.1655,point,2025-10-03,2025-10-04,2025-10-06,2025-10-10,2025-10-15,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,504,127,112,174,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ESP-2025-09-29,WAHIS-ASF-ESP-2025-09-29-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Spain,ESP,ESP-R6,Spain locality 14,42.2062,-6.0151,point,2025-10-05,2025-10-12,2025-10-13,2025-10-14,2025-10-15,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,858,160,141,220,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-22,WAHIS-ASF-BEL-2025-09-22-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R5,Belgium locality 217,50.2795,3.8667,point,2025-09-25,2025-09-26,2025-10-07,2025-10-13,2025-10-16,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,365,77,64,103,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-MDA-2025-09-29,WAHIS-ASF-MDA-2025-09-29-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Moldova,MDA,MDA-R6,Moldova locality 32,46.3726,28.5233,point,2025-09-30,2025-10-06,2025-10-09,2025-10-12,2025-10-16,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,806,269,230,364,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-TUR-2025-09-22,WAHIS-ASF-TUR-2025-09-22-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Türkiye,TUR,TUR-R1,Türkiye locality 0,36.6052,36.042,point,2025-09-28,2025-10-08,2025-10-13,2025-10-15,2025-10-16,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,91,41,35,55,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-UKR-2025-09-22,WAHIS-ASF-UKR-2025-09-22-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Ukraine,UKR,UKR-R4,Ukraine locality 234,46.4752,29.5145,point,2025-09-25,2025-09-27,2025-10-01,2025-10-12,2025-10-16,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1033,139,130,185,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-22,WAHIS-ASF-BEL-2025-09-22-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R6,Belgium locality 218,50.5496,3.3521,point,2025-09-23,2025-10-08,2025-10-12,2025-10-13,2025-10-17,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,684,77,68,96,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-DEU-2025-10-06,WAHIS-ASF-DEU-2025-10-06-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Germany,DEU,DEU-R6,Germany locality 41,49.7866,7.013,point,2025-10-10,2025-10-12,2025-10-13,2025-10-14,2025-10-17,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1582,210,185,271,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-RUS-2025-09-08,WAHIS-ASF-RUS-2025-09-08-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Russian Federation,RUS,RUS-R1,Russian Federation locality 186,61.4609,45.9131,point,2025-09-12,2025-10-04,2025-10-10,2025-10-15,2025-10-17,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,210,25,22,38,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BGR-2025-10-06,WAHIS-ASF-BGR-2025-10-06-03,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Bulgaria,BGR,BGR-R2,Bulgaria locality 55,42.3281,27.3204,point,2025-10-10,2025-10-14,2025-10-14,2025-10-16,2025-10-18,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,578,99,86,124,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-MDA-2025-09-15,WAHIS-ASF-MDA-2025-09-15-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Moldova,MDA,MDA-R3,Moldova locality 206,47.4487,29.0571,point,2025-09-18,2025-09-25,2025-10-08,2025-10-13,2025-10-18,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,719,89,75,116,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-MDA-2025-09-22,WAHIS-ASF-MDA-2025-09-22-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Moldova,MDA,MDA-R5,Moldova locality 235,47.3282,27.7879,point,2025-09-28,2025-10-01,2025-10-11,2025-10-17,2025-10-18,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,826,113,96,159,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ROU-2025-09-29,WAHIS-ASF-ROU-2025-09-29-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Romania,ROU,ROU-R5,Romania locality 22,44.4954,23.2709,point,2025-10-01,2025-10-05,2025-10-10,2025-10-14,2025-10-18,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,1151,143,128,190,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-22,WAHIS-ASF-BEL-2025-09-22-05,follow_up_report,2,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R9,Belgium locality 221,51.3497,4.2058,point,2025-09-28,2025-10-02,2025-10-12,2025-10-15,2025-10-19,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1812,218,193,295,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-10-06,WAHIS-ASF-BEL-2025-10-06-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R1,Belgium locality 45,50.7598,4.797,point,2025-10-08,2025-10-10,2025-10-14,2025-10-17,2025-10-19,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,280,36,30,48,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ESP-2025-10-06,WAHIS-ASF-ESP-2025-10-06-02,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Spain,ESP,ESP-R5,Spain locality 49,40.0931,-6.6232,point,2025-10-09,2025-10-14,2025-10-15,2025-10-16,2025-10-19,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,646,89,76,123,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ROU-2025-10-06,WAHIS-ASF-ROU-2025-10-06-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Romania,ROU,ROU-R7,Romania locality 51,47.1888,27.2716,point,2025-10-06,2025-10-08,2025-10-11,2025-10-15,2025-10-19,ongoing,laboratory_confirmed,Sus scrofa (wild boar),wild,True,1,637,81,68,107,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-RUS-2025-09-22,WAHIS-ASF-RUS-2025-09-22-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Russian Federation,RUS,RUS-R8,Russian Federation locality 238,57.5236,50.9964,point,2025-09-24,2025-10-04,2025-10-12,2025-10-17,2025-10-19,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,209,27,25,35,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-BEL-2025-09-29,WAHIS-ASF-BEL-2025-09-29-01,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Belgium,BEL,BEL-R2,Belgium locality 10,50.639,4.9066,point,2025-10-03,2025-10-10,2025-10-13,2025-10-19,2025-10-20,ongoing,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,198,24,23,37,False,stamping_out;movement_control;disinfection,synthetic
